Date,Total_Portfolio_Value,pct_change
2024-06-13,131141.104842,-0.002705
2024-06-14,130888.963356,-0.001923
2024-06-17,130930.071267,0.000314
2024-06-18,131364.155703,0.003315
2024-06-19,131261.406831,-0.000782
2024-06-20,131361.443744,0.000762
2024-06-21,131095.299287,-0.002026
2024-06-24,131640.730221,0.004161
2024-06-25,131712.585399,0.000546
2024-06-26,131111.103531,-0.004567
2024-06-27,131259.465295,0.001132
2024-06-28,130998.276695,-0.001990
2024-07-01,130860.474600,-0.001052
2024-07-02,131574.032003,0.005453
2024-07-03,132007.738372,0.003296
2024-07-04,131753.210817,-0.001928
2024-07-05,131742.610684,-0.000080
2024-07-08,131878.840148,0.001034
2024-07-09,131575.950053,-0.002297
2024-07-10,132388.016548,0.006172
2024-07-11,132696.884926,0.002333
2024-07-12,133123.298535,0.003213
2024-07-15,133292.864663,0.001274
2024-07-16,134155.503209,0.006472
2024-07-17,132841.859069,-0.009792
2024-07-18,131913.126234,-0.006991
2024-07-19,132125.383074,0.001609
2024-07-22,133376.574434,0.009470
2024-07-23,133810.703556,0.003255
2024-07-24,132340.181940,-0.010990
2024-07-25,132540.043274,0.001510
2024-07-26,133865.636681,0.010001
2024-07-29,133904.308582,0.000289
2024-07-30,133850.222201,-0.000404
2024-07-31,135698.490319,0.013808
2024-08-01,133527.250968,-0.016000
2024-08-02,132159.029415,-0.010247
2024-08-05,131020.663677,-0.008614
2024-08-06,131210.732395,0.001451
2024-08-07,130536.617964,-0.005138
2024-08-08,131852.782776,0.010083
2024-08-09,132173.344235,0.002431
2024-08-12,132156.560214,-0.000127
2024-08-13,133175.872894,0.007713
2024-08-14,133198.389686,0.000169
2024-08-15,134582.741783,0.010393
2024-08-16,134747.961492,0.001228
2024-08-19,135029.167286,0.002087
2024-08-20,134402.599912,-0.004640
2024-08-21,134872.086474,0.003493
2024-08-22,134065.697242,-0.005979
2024-08-23,135266.924092,0.008960
2024-08-26,134741.733876,-0.003883
2024-08-27,134798.826918,0.000424
2024-08-28,134118.488824,-0.005047
2024-08-29,134651.480643,0.003974
2024-08-30,135427.406872,0.005762
2024-09-03,133308.096173,-0.015649
2024-09-04,133497.371129,0.001420
2024-09-05,132988.606577,-0.003811
2024-09-06,132027.247681,-0.007229
2024-09-09,133241.842839,0.009200
2024-09-10,133514.880498,0.002049
2024-09-11,134594.405745,0.008085
2024-09-12,135385.405764,0.005877
2024-09-13,136157.831335,0.005705
2024-09-16,136874.790676,0.005266
2024-09-17,136892.685705,0.000131
2024-09-18,136587.171532,-0.002232
2024-09-19,137844.172659,0.009203
2024-09-20,138996.971352,0.008363
2024-09-23,139475.550095,0.003443
2024-09-24,139487.289511,0.000084
2024-09-25,138780.290675,-0.005069
2024-09-26,139641.634287,0.006207
2024-09-27,139699.599011,0.000415
2024-09-30,140309.127129,0.004363
2024-10-01,140722.935586,0.002949
2024-10-02,140379.495575,-0.002441
2024-10-03,140144.965039,-0.001671
2024-10-04,140992.663287,0.006049
2024-10-07,140447.143921,-0.003869
2024-10-08,141180.039062,0.005218
2024-10-09,141462.490152,0.002001
2024-10-10,141827.045898,0.002577
2024-10-11,142901.016246,0.007572
2024-10-14,143608.333442,0.004950
2024-10-15,143394.681794,-0.001488
2024-10-16,144211.644715,0.005697
2024-10-17,143840.891600,-0.002571
2024-10-18,144962.458550,0.007797
2024-10-21,144335.715407,-0.004323
2024-10-22,144241.740981,-0.000651
2024-10-23,143396.982333,-0.005857
2024-10-24,144025.795641,0.004385
2024-10-25,143902.511775,-0.000856
2024-10-28,144661.362129,0.005273
2024-10-29,144440.199453,-0.001529
2024-10-30,144251.409258,-0.001307
2024-10-31,143135.183806,-0.007738
2024-11-01,143337.105603,0.001411
2024-11-04,142192.058773,-0.007988
2024-11-05,143585.124318,0.009797
2024-11-06,145245.318233,0.011562
2024-11-07,146834.196206,0.010939
2024-11-08,146559.631401,-0.001870
2024-11-11,146763.530699,0.001391
2024-11-12,146187.560445,-0.003924
2024-11-13,146168.953960,-0.000127
2024-11-14,146302.431044,0.000913
2024-11-15,145971.212808,-0.002264
2024-11-18,146772.481222,0.005489
2024-11-19,146720.082638,-0.000357
2024-11-20,146050.923739,-0.004561
2024-11-21,147559.950264,0.010332
2024-11-22,147955.816450,0.002683
2024-11-25,148498.143956,0.003665
2024-11-26,150296.347999,0.012109
2024-11-27,149548.984589,-0.004973
2024-11-28,149479.742738,-0.000463
2024-11-29,150194.233015,0.004780
2024-12-02,149960.452947,-0.001557
2024-12-03,150113.318464,0.001019
2024-12-04,151098.975680,0.006566
2024-12-05,151158.968426,0.000397
2024-12-06,151278.609483,0.000791
2024-12-09,150943.150426,-0.002217
2024-12-10,150674.252289,-0.001781
2024-12-11,151267.949596,0.003940
2024-12-12,150469.646523,-0.005277
2024-12-13,150156.985580,-0.002078
2024-12-16,150037.113179,-0.000798
2024-12-17,149662.363815,-0.002498
2024-12-18,147259.353417,-0.016056
2024-12-19,147873.078834,0.004168
2024-12-20,148503.480884,0.004263
2024-12-23,149097.622401,0.004001
2024-12-24,150113.725777,0.006815
2024-12-26,150187.749471,0.000493
2024-12-27,149576.828544,-0.004068
2024-12-30,148400.031370,-0.007868
2024-12-31,147716.693675,-0.004605
2025-01-02,148924.935487,0.008179
2025-01-03,151366.640879,0.016396
2025-01-06,153004.582207,0.010821
2025-01-07,150939.155847,-0.013499
2025-01-08,150388.367186,-0.003649
2025-01-09,150545.195557,0.001043
2025-01-10,151660.584952,0.007409
2025-01-13,150555.584599,-0.007286
2025-01-14,151102.625572,0.003633
2025-01-15,153991.970400,0.019122
2025-01-16,154925.085357,0.006060
2025-01-17,156137.096273,0.007823
2025-01-20,156903.863026,0.004911
2025-01-21,156757.701542,-0.000932
2025-01-22,157441.637954,0.004363
2025-01-23,157995.891504,0.003520
2025-01-24,157382.665002,-0.003881
2025-01-27,154046.137561,-0.021200
2025-01-28,153866.011818,-0.001169
2025-01-29,154553.156065,0.004466
2025-01-30,156232.155097,0.010864
2025-01-31,156209.543620,-0.000145
2025-02-03,157607.907843,0.008952
2025-02-04,156020.952989,-0.010069
2025-02-05,156430.377247,0.002624
2025-02-06,156755.361696,0.002078
2025-02-07,155881.718706,-0.005573
2025-02-10,157675.427810,0.011507
2025-02-11,156576.187938,-0.006972
2025-02-12,155437.099587,-0.007275
2025-02-13,156397.973731,0.006182
2025-02-14,155328.604237,-0.006837
2025-02-18,155805.292898,0.003069
2025-02-19,155509.122749,-0.001901
2025-02-20,155189.745544,-0.002054
2025-02-21,152328.998988,-0.018434
2025-02-24,151861.159846,-0.003071
2025-02-25,151927.716476,0.000438
2025-02-26,152923.949452,0.006557
2025-02-27,150858.953184,-0.013503
2025-02-28,153105.289825,0.014890
2025-03-03,150435.213128,-0.017439
2025-03-04,149332.139416,-0.007333
2025-03-05,151070.731457,0.011642
2025-03-06,148110.857990,-0.019593
2025-03-07,148126.033889,0.000102
2025-03-10,146179.958636,-0.013138
2025-03-11,146701.201710,0.003566
2025-03-12,147440.908264,0.005042
2025-03-13,145711.793679,-0.011728
2025-03-14,148984.588299,0.022461
2025-03-17,149425.167440,0.002957
2025-03-18,148158.967024,-0.008474
2025-03-19,149647.948315,0.010050
2025-03-20,149586.068358,-0.000414
2025-03-21,149129.973918,-0.003049
2025-03-24,151309.630382,0.014616
2025-03-25,151303.748140,-0.000039
2025-03-26,149469.131878,-0.012125
2025-03-27,149164.068214,-0.002041
2025-03-28,148363.664676,-0.005366
2025-03-31,148147.271870,-0.001459
2025-04-01,150019.837289,0.012640
2025-04-02,150400.981866,0.002541
2025-04-03,145625.306102,-0.031753
2025-04-04,139784.486831,-0.040109
2025-04-07,140140.630108,0.002548
2025-04-08,137959.006175,-0.015567
