Date,Total_Portfolio_Value,pct_change
2023-12-15,117103.375542,-0.005597
2023-12-18,117133.541193,0.000258
2023-12-19,118039.102374,0.007731
2023-12-20,116762.414670,-0.010816
2023-12-21,117439.128976,0.005796
2023-12-22,117006.417796,-0.003685
2023-12-26,117167.414012,0.001376
2023-12-27,116625.736082,-0.004623
2023-12-28,116721.556886,0.000822
2023-12-29,116673.693296,-0.000410
2024-01-02,116085.838141,-0.005038
2024-01-03,116088.791271,0.000025
2024-01-04,116308.285276,0.001891
2024-01-05,116494.924388,0.001605
2024-01-08,117189.275157,0.005960
2024-01-09,116958.323814,-0.001971
2024-01-10,117559.834758,0.005143
2024-01-11,117595.412478,0.000303
2024-01-12,117827.569474,0.001974
2024-01-15,118071.898190,0.002074
2024-01-16,117676.989660,-0.003345
2024-01-17,117197.589831,-0.004074
2024-01-18,117775.591420,0.004932
2024-01-19,118441.208796,0.005652
2024-01-22,118440.678934,-0.000004
2024-01-23,118767.248811,0.002757
2024-01-24,118618.390994,-0.001253
2024-01-25,119955.974993,0.011276
2024-01-26,119635.922983,-0.002668
2024-01-29,120099.343384,0.003874
2024-01-30,120078.551534,-0.000173
2024-01-31,119518.609636,-0.004663
2024-02-01,120723.531074,0.010081
2024-02-02,120337.250688,-0.003200
2024-02-05,119965.506846,-0.003089
2024-02-06,120992.316183,0.008559
2024-02-07,121035.088135,0.000354
2024-02-08,120677.592294,-0.002954
2024-02-09,120705.147536,0.000228
2024-02-12,120602.352601,-0.000852
2024-02-13,119153.874479,-0.012010
2024-02-14,120959.527926,0.015154
2024-02-15,121640.611117,0.005631
2024-02-16,120890.008254,-0.006171
2024-02-20,120726.944639,-0.001349
2024-02-21,120805.964093,0.000655
2024-02-22,121590.380569,0.006493
2024-02-23,122099.983348,0.004191
2024-02-26,122050.238626,-0.000407
2024-02-27,123019.846089,0.007944
2024-02-28,123896.102218,0.007123
2024-02-29,124277.480737,0.003078
2024-03-01,125062.352260,0.006315
2024-03-04,124811.657225,-0.002005
2024-03-05,124447.741512,-0.002916
2024-03-06,125178.285787,0.005870
2024-03-07,125489.066143,0.002483
2024-03-08,124658.091802,-0.006622
2024-03-11,124667.839479,0.000078
2024-03-12,124950.452561,0.002267
